Area,Year,average_rain_fall_mm_per_year,Item,Yield,pesticide,avg_temp
42,1996,1083.0,6,238528,56114.0,25.79
42,1996,1083.0,6,238528,56114.0,25.31
42,1996,1083.0,6,238528,56114.0,23.81
42,1996,1083.0,6,238528,56114.0,26.46
42,1996,1083.0,6,238528,56114.0,25.55
42,1996,1083.0,6,238528,56114.0,25.75
42,1996,1083.0,6,238528,56114.0,25.34
42,1996,1083.0,6,238528,56114.0,26.64
42,1996,1083.0,6,238528,56114.0,24.78
42,1996,1083.0,6,238528,56114.0,27.01
42,1996,1083.0,6,238528,56114.0,27.01
42,1996,1083.0,6,238528,56114.0,25.99
42,1996,1083.0,0,17094,56114.0,25.63
42,1996,1083.0,0,17094,56114.0,27.06
42,1996,1083.0,0,17094,56114.0,26.1
42,1996,1083.0,0,17094,56114.0,23.81
42,1996,1083.0,0,17094,56114.0,25.41
42,1996,1083.0,0,17094,56114.0,25.9
42,1996,1083.0,0,17094,56114.0,25.55
42,1996,1083.0,0,17094,56114.0,26.65
42,1996,1083.0,0,17094,56114.0,27.37
42,1996,1083.0,0,17094,56114.0,25.55
42,1996,1083.0,0,17094,56114.0,25.79
42,1996,1083.0,0,17094,56114.0,25.31
42,1996,1083.0,0,17094,56114.0,23.81
42,1996,1083.0,0,17094,56114.0,26.46
42,1996,1083.0,0,17094,56114.0,25.55
42,1996,1083.0,0,17094,56114.0,25.75
42,1996,1083.0,0,17094,56114.0,25.34
42,1996,1083.0,0,17094,56114.0,26.64
42,1996,1083.0,0,17094,56114.0,24.78
42,1996,1083.0,0,17094,56114.0,27.01
42,1996,1083.0,0,17094,56114.0,27.01
42,1996,1083.0,0,17094,56114.0,25.99
42,1996,1083.0,1,169913,56114.0,25.63
42,1996,1083.0,1,169913,56114.0,27.06
42,1996,1083.0,1,169913,56114.0,26.1
42,1996,1083.0,1,169913,56114.0,23.81
42,1996,1083.0,1,169913,56114.0,25.41
42,1996,1083.0,1,169913,56114.0,25.9
42,1996,1083.0,1,169913,56114.0,25.55
42,1996,1083.0,1,169913,56114.0,26.65
42,1996,1083.0,1,169913,56114.0,27.37
42,1996,1083.0,1,169913,56114.0,25.55
42,1996,1083.0,1,169913,56114.0,25.79
42,1996,1083.0,1,169913,56114.0,25.31
42,1996,1083.0,1,169913,56114.0,23.81
42,1996,1083.0,1,169913,56114.0,26.46
42,1996,1083.0,1,169913,56114.0,25.55
42,1996,1083.0,1,169913,56114.0,25.75
42,1996,1083.0,1,169913,56114.0,25.34
42,1996,1083.0,1,169913,56114.0,26.64
42,1996,1083.0,1,169913,56114.0,24.78
42,1996,1083.0,1,169913,56114.0,27.01
42,1996,1083.0,1,169913,56114.0,27.01
42,1996,1083.0,1,169913,56114.0,25.99
42,1996,1083.0,2,28226,56114.0,25.63
42,1996,1083.0,2,28226,56114.0,27.06
42,1996,1083.0,2,28226,56114.0,26.1
42,1996,1083.0,2,28226,56114.0,23.81
42,1996,1083.0,2,28226,56114.0,25.41
42,1996,1083.0,2,28226,56114.0,25.9
42,1996,1083.0,2,28226,56114.0,25.55
42,1996,1083.0,2,28226,56114.0,26.65
42,1996,1083.0,2,28226,56114.0,27.37
42,1996,1083.0,2,28226,56114.0,25.55
42,1996,1083.0,2,28226,56114.0,25.79
42,1996,1083.0,2,28226,56114.0,25.31
42,1996,1083.0,2,28226,56114.0,23.81
42,1996,1083.0,2,28226,56114.0,26.46
42,1996,1083.0,2,28226,56114.0,25.55
42,1996,1083.0,2,28226,56114.0,25.75
42,1996,1083.0,2,28226,56114.0,25.34
42,1996,1083.0,2,28226,56114.0,26.64
42,1996,1083.0,2,28226,56114.0,24.78
42,1996,1083.0,2,28226,56114.0,27.01
42,1996,1083.0,2,28226,56114.0,27.01
42,1996,1083.0,2,28226,56114.0,25.99
42,1996,1083.0,3,9591,56114.0,25.63
42,1996,1083.0,3,9591,56114.0,27.06
42,1996,1083.0,3,9591,56114.0,26.1
42,1996,1083.0,3,9591,56114.0,23.81
42,1996,1083.0,3,9591,56114.0,25.41
42,1996,1083.0,3,9591,56114.0,25.9
42,1996,1083.0,3,9591,56114.0,25.55
42,1996,1083.0,3,9591,56114.0,26.65
42,1996,1083.0,3,9591,56114.0,27.37
42,1996,1083.0,3,9591,56114.0,25.55
42,1996,1083.0,3,9591,56114.0,25.79
42,1996,1083.0,3,9591,56114.0,25.31
42,1996,1083.0,3,9591,56114.0,23.81
42,1996,1083.0,3,9591,56114.0,26.46
42,1996,1083.0,3,9591,56114.0,25.55
42,1996,1083.0,3,9591,56114.0,25.75
42,1996,1083.0,3,9591,56114.0,25.34
42,1996,1083.0,3,9591,56114.0,26.64
42,1996,1083.0,3,9591,56114.0,24.78
42,1996,1083.0,3,9591,56114.0,27.01
42,1996,1083.0,3,9591,56114.0,27.01
42,1996,1083.0,3,9591,56114.0,25.99
42,1996,1083.0,4,10319,56114.0,25.63
42,1996,1083.0,4,10319,56114.0,27.06
42,1996,1083.0,4,10319,56114.0,26.1
42,1996,1083.0,4,10319,56114.0,23.81
42,1996,1083.0,4,10319,56114.0,25.41
42,1996,1083.0,4,10319,56114.0,25.9
42,1996,1083.0,4,10319,56114.0,25.55
42,1996,1083.0,4,10319,56114.0,26.65
42,1996,1083.0,4,10319,56114.0,27.37
42,1996,1083.0,4,10319,56114.0,25.55
42,1996,1083.0,4,10319,56114.0,25.79
42,1996,1083.0,4,10319,56114.0,25.31
42,1996,1083.0,4,10319,56114.0,23.81
42,1996,1083.0,4,10319,56114.0,26.46
42,1996,1083.0,4,10319,56114.0,25.55
42,1996,1083.0,4,10319,56114.0,25.75
42,1996,1083.0,4,10319,56114.0,25.34
42,1996,1083.0,4,10319,56114.0,26.64
42,1996,1083.0,4,10319,56114.0,24.78
42,1996,1083.0,4,10319,56114.0,27.01
42,1996,1083.0,4,10319,56114.0,27.01
42,1996,1083.0,4,10319,56114.0,25.99
42,1996,1083.0,7,80716,56114.0,25.63
42,1996,1083.0,7,80716,56114.0,27.06
42,1996,1083.0,7,80716,56114.0,26.1
42,1996,1083.0,7,80716,56114.0,23.81
42,1996,1083.0,7,80716,56114.0,25.41
42,1996,1083.0,7,80716,56114.0,25.9
42,1996,1083.0,7,80716,56114.0,25.55
42,1996,1083.0,7,80716,56114.0,26.65
42,1996,1083.0,7,80716,56114.0,27.37
42,1996,1083.0,7,80716,56114.0,25.55
42,1996,1083.0,7,80716,56114.0,25.79
42,1996,1083.0,7,80716,56114.0,25.31
42,1996,1083.0,7,80716,56114.0,23.81
42,1996,1083.0,7,80716,56114.0,26.46
42,1996,1083.0,7,80716,56114.0,25.55
42,1996,1083.0,7,80716,56114.0,25.75
42,1996,1083.0,7,80716,56114.0,25.34
42,1996,1083.0,7,80716,56114.0,26.64
42,1996,1083.0,7,80716,56114.0,24.78
42,1996,1083.0,7,80716,56114.0,27.01
42,1996,1083.0,7,80716,56114.0,27.01
42,1996,1083.0,7,80716,56114.0,25.99
42,1996,1083.0,5,24828,56114.0,25.63
42,1996,1083.0,5,24828,56114.0,27.06
42,1996,1083.0,5,24828,56114.0,26.1
42,1996,1083.0,5,24828,56114.0,23.81
42,1996,1083.0,5,24828,56114.0,25.41
42,1996,1083.0,5,24828,56114.0,25.9
42,1996,1083.0,5,24828,56114.0,25.55
42,1996,1083.0,5,24828,56114.0,26.65
42,1996,1083.0,5,24828,56114.0,27.37
42,1996,1083.0,5,24828,56114.0,25.55
42,1996,1083.0,5,24828,56114.0,25.79
42,1996,1083.0,5,24828,56114.0,25.31
42,1996,1083.0,5,24828,56114.0,23.81
42,1996,1083.0,5,24828,56114.0,26.46
42,1996,1083.0,5,24828,56114.0,25.55
42,1996,1083.0,5,24828,56114.0,25.75
42,1996,1083.0,5,24828,56114.0,25.34
42,1996,1083.0,5,24828,56114.0,26.64
42,1996,1083.0,5,24828,56114.0,24.78
42,1996,1083.0,5,24828,56114.0,27.01
42,1996,1083.0,5,24828,56114.0,27.01
42,1996,1083.0,5,24828,56114.0,25.99
42,1997,1083.0,6,221117,52279.0,24.92
42,1997,1083.0,6,221117,52279.0,26.45
42,1997,1083.0,6,221117,52279.0,25.58
42,1997,1083.0,6,221117,52279.0,23.26
42,1997,1083.0,6,221117,52279.0,25.68
42,1997,1083.0,6,221117,52279.0,25.09
42,1997,1083.0,6,221117,52279.0,24.71
42,1997,1083.0,6,221117,52279.0,26.19
42,1997,1083.0,6,221117,52279.0,27.47
42,1997,1083.0,6,221117,52279.0,24.77
42,1997,1083.0,6,221117,52279.0,24.83
42,1997,1083.0,6,221117,52279.0,24.71
42,1997,1083.0,6,221117,52279.0,23.26
42,1997,1083.0,6,221117,52279.0,25.75
42,1997,1083.0,6,221117,52279.0,24.71
42,1997,1083.0,6,221117,52279.0,25.46
42,1997,1083.0,6,221117,52279.0,25.21
42,1997,1083.0,6,221117,52279.0,26.38
42,1997,1083.0,6,221117,52279.0,24.55
42,1997,1083.0,6,221117,52279.0,26.53
42,1997,1083.0,6,221117,52279.0,26.53
42,1997,1083.0,6,221117,52279.0,25.58
42,1997,1083.0,0,17111,52279.0,24.92
42,1997,1083.0,0,17111,52279.0,26.45
42,1997,1083.0,0,17111,52279.0,25.58
42,1997,1083.0,0,17111,52279.0,23.26
42,1997,1083.0,0,17111,52279.0,25.68
42,1997,1083.0,0,17111,52279.0,25.09
42,1997,1083.0,0,17111,52279.0,24.71
42,1997,1083.0,0,17111,52279.0,26.19
42,1997,1083.0,0,17111,52279.0,27.47
42,1997,1083.0,0,17111,52279.0,24.77
42,1997,1083.0,0,17111,52279.0,24.83
42,1997,1083.0,0,17111,52279.0,24.71
42,1997,1083.0,0,17111,52279.0,23.26
42,1997,1083.0,0,17111,52279.0,25.75
42,1997,1083.0,0,17111,52279.0,24.71
42,1997,1083.0,0,17111,52279.0,25.46
42,1997,1083.0,0,17111,52279.0,25.21
42,1997,1083.0,0,17111,52279.0,26.38
42,1997,1083.0,0,17111,52279.0,24.55
42,1997,1083.0,0,17111,52279.0,26.53
42,1997,1083.0,0,17111,52279.0,26.53
42,1997,1083.0,0,17111,52279.0,25.58
42,1997,1083.0,1,193913,52279.0,24.92
42,1997,1083.0,1,193913,52279.0,26.45
42,1997,1083.0,1,193913,52279.0,25.58
42,1997,1083.0,1,193913,52279.0,23.26
42,1997,1083.0,1,193913,52279.0,25.68
42,1997,1083.0,1,193913,52279.0,25.09
42,1997,1083.0,1,193913,52279.0,24.71
42,1997,1083.0,1,193913,52279.0,26.19
42,1997,1083.0,1,193913,52279.0,27.47
42,1997,1083.0,1,193913,52279.0,24.77
42,1997,1083.0,1,193913,52279.0,24.83
42,1997,1083.0,1,193913,52279.0,24.71
42,1997,1083.0,1,193913,52279.0,23.26
42,1997,1083.0,1,193913,52279.0,25.75
42,1997,1083.0,1,193913,52279.0,24.71
42,1997,1083.0,1,193913,52279.0,25.46
42,1997,1083.0,1,193913,52279.0,25.21
42,1997,1083.0,1,193913,52279.0,26.38
42,1997,1083.0,1,193913,52279.0,24.55
42,1997,1083.0,1,193913,52279.0,26.53
42,1997,1083.0,1,193913,52279.0,26.53
42,1997,1083.0,1,193913,52279.0,25.58
42,1997,1083.0,2,28457,52279.0,24.92
42,1997,1083.0,2,28457,52279.0,26.45
42,1997,1083.0,2,28457,52279.0,25.58
42,1997,1083.0,2,28457,52279.0,23.26
42,1997,1083.0,2,28457,52279.0,25.68
42,1997,1083.0,2,28457,52279.0,25.09
42,1997,1083.0,2,28457,52279.0,24.71
42,1997,1083.0,2,28457,52279.0,26.19
42,1997,1083.0,2,28457,52279.0,27.47
42,1997,1083.0,2,28457,52279.0,24.77
42,1997,1083.0,2,28457,52279.0,24.83
42,1997,1083.0,2,28457,52279.0,24.71
42,1997,1083.0,2,28457,52279.0,23.26
42,1997,1083.0,2,28457,52279.0,25.75
42,1997,1083.0,2,28457,52279.0,24.71
42,1997,1083.0,2,28457,52279.0,25.46
42,1997,1083.0,2,28457,52279.0,25.21
42,1997,1083.0,2,28457,52279.0,26.38
42,1997,1083.0,2,28457,52279.0,24.55
42,1997,1083.0,2,28457,52279.0,26.53
42,1997,1083.0,2,28457,52279.0,26.53
42,1997,1083.0,2,28457,52279.0,25.58
42,1997,1083.0,3,6920,52279.0,24.92
42,1997,1083.0,3,6920,52279.0,26.45
42,1997,1083.0,3,6920,52279.0,25.58
42,1997,1083.0,3,6920,52279.0,23.26
42,1997,1083.0,3,6920,52279.0,25.68
42,1997,1083.0,3,6920,52279.0,25.09
42,1997,1083.0,3,6920,52279.0,24.71
42,1997,1083.0,3,6920,52279.0,26.19
42,1997,1083.0,3,6920,52279.0,27.47
42,1997,1083.0,3,6920,52279.0,24.77
42,1997,1083.0,3,6920,52279.0,24.83
42,1997,1083.0,3,6920,52279.0,24.71
42,1997,1083.0,3,6920,52279.0,23.26
42,1997,1083.0,3,6920,52279.0,25.75
42,1997,1083.0,3,6920,52279.0,24.71
42,1997,1083.0,3,6920,52279.0,25.46
42,1997,1083.0,3,6920,52279.0,25.21
42,1997,1083.0,3,6920,52279.0,26.38
42,1997,1083.0,3,6920,52279.0,24.55
42,1997,1083.0,3,6920,52279.0,26.53
42,1997,1083.0,3,6920,52279.0,26.53
42,1997,1083.0,3,6920,52279.0,25.58
42,1997,1083.0,4,10789,52279.0,24.92
42,1997,1083.0,4,10789,52279.0,26.45
42,1997,1083.0,4,10789,52279.0,25.58
42,1997,1083.0,4,10789,52279.0,23.26
42,1997,1083.0,4,10789,52279.0,25.68
42,1997,1083.0,4,10789,52279.0,25.09
42,1997,1083.0,4,10789,52279.0,24.71
42,1997,1083.0,4,10789,52279.0,26.19
42,1997,1083.0,4,10789,52279.0,27.47
42,1997,1083.0,4,10789,52279.0,24.77
42,1997,1083.0,4,10789,52279.0,24.83
42,1997,1083.0,4,10789,52279.0,24.71
42,1997,1083.0,4,10789,52279.0,23.26
42,1997,1083.0,4,10789,52279.0,25.75
42,1997,1083.0,4,10789,52279.0,24.71
42,1997,1083.0,4,10789,52279.0,25.46
42,1997,1083.0,4,10789,52279.0,25.21
42,1997,1083.0,4,10789,52279.0,26.38
42,1997,1083.0,4,10789,52279.0,24.55
42,1997,1083.0,4,10789,52279.0,26.53
42,1997,1083.0,4,10789,52279.0,26.53
42,1997,1083.0,4,10789,52279.0,25.58
42,1997,1083.0,7,84850,52279.0,24.92
42,1997,1083.0,7,84850,52279.0,26.45
42,1997,1083.0,7,84850,52279.0,25.58
42,1997,1083.0,7,84850,52279.0,23.26
42,1997,1083.0,7,84850,52279.0,25.68
42,1997,1083.0,7,84850,52279.0,25.09
42,1997,1083.0,7,84850,52279.0,24.71
42,1997,1083.0,7,84850,52279.0,26.19
42,1997,1083.0,7,84850,52279.0,27.47
42,1997,1083.0,7,84850,52279.0,24.77
42,1997,1083.0,7,84850,52279.0,24.83
42,1997,1083.0,7,84850,52279.0,24.71
42,1997,1083.0,7,84850,52279.0,23.26
42,1997,1083.0,7,84850,52279.0,25.75
42,1997,1083.0,7,84850,52279.0,24.71
42,1997,1083.0,7,84850,52279.0,25.46
42,1997,1083.0,7,84850,52279.0,25.21
42,1997,1083.0,7,84850,52279.0,26.38
42,1997,1083.0,7,84850,52279.0,24.55
42,1997,1083.0,7,84850,52279.0,26.53
42,1997,1083.0,7,84850,52279.0,26.53
42,1997,1083.0,7,84850,52279.0,25.58
42,1997,1083.0,5,26789,52279.0,24.92
42,1997,1083.0,5,26789,52279.0,26.45
42,1997,1083.0,5,26789,52279.0,25.58
42,1997,1083.0,5,26789,52279.0,23.26
42,1997,1083.0,5,26789,52279.0,25.68
42,1997,1083.0,5,26789,52279.0,25.09
42,1997,1083.0,5,26789,52279.0,24.71
42,1997,1083.0,5,26789,52279.0,26.19
42,1997,1083.0,5,26789,52279.0,27.47
42,1997,1083.0,5,26789,52279.0,24.77
42,1997,1083.0,5,26789,52279.0,24.83
42,1997,1083.0,5,26789,52279.0,24.71
42,1997,1083.0,5,26789,52279.0,23.26
42,1997,1083.0,5,26789,52279.0,25.75
42,1997,1083.0,5,26789,52279.0,24.71
42,1997,1083.0,5,26789,52279.0,25.46
42,1997,1083.0,5,26789,52279.0,25.21
42,1997,1083.0,5,26789,52279.0,26.38
42,1997,1083.0,5,26789,52279.0,24.55
42,1997,1083.0,5,26789,52279.0,26.53
42,1997,1083.0,5,26789,52279.0,26.53
42,1997,1083.0,5,26789,52279.0,25.58
42,1998,1083.0,6,252815,49157.0,25.91
42,1998,1083.0,6,252815,49157.0,27.48
42,1998,1083.0,6,252815,49157.0,26.35
42,1998,1083.0,6,252815,49157.0,24.34
42,1998,1083.0,6,252815,49157.0,26.01
42,1998,1083.0,6,252815,49157.0,26.12
42,1998,1083.0,6,252815,49157.0,25.77
42,1998,1083.0,6,252815,49157.0,26.69
42,1998,1083.0,6,252815,49157.0,27.87
42,1998,1083.0,6,252815,49157.0,25.87
42,1998,1083.0,6,252815,49157.0,26.27
42,1998,1083.0,6,252815,49157.0,25.46
42,1998,1083.0,6,252815,49157.0,24.34
42,1998,1083.0,6,252815,49157.0,26.4
42,1998,1083.0,6,252815,49157.0,25.77
42,1998,1083.0,6,252815,49157.0,25.87
42,1998,1083.0,6,252815,49157.0,25.55
42,1998,1083.0,6,252815,49157.0,27.09
42,1998,1083.0,6,252815,49157.0,24.84
42,1998,1083.0,6,252815,49157.0,27.32
42,1998,1083.0,6,252815,49157.0,27.32
42,1998,1083.0,6,252815,49157.0,26.12
42,1998,1083.0,0,17969,49157.0,25.91
42,1998,1083.0,0,17969,49157.0,27.48
42,1998,1083.0,0,17969,49157.0,26.35
42,1998,1083.0,0,17969,49157.0,24.34
42,1998,1083.0,0,17969,49157.0,26.01
42,1998,1083.0,0,17969,49157.0,26.12
42,1998,1083.0,0,17969,49157.0,25.77
42,1998,1083.0,0,17969,49157.0,26.69
42,1998,1083.0,0,17969,49157.0,27.87
42,1998,1083.0,0,17969,49157.0,25.87
42,1998,1083.0,0,17969,49157.0,26.27
42,1998,1083.0,0,17969,49157.0,25.46
42,1998,1083.0,0,17969,49157.0,24.34
42,1998,1083.0,0,17969,49157.0,26.4
42,1998,1083.0,0,17969,49157.0,25.77
42,1998,1083.0,0,17969,49157.0,25.87
42,1998,1083.0,0,17969,49157.0,25.55
42,1998,1083.0,0,17969,49157.0,27.09
42,1998,1083.0,0,17969,49157.0,24.84
42,1998,1083.0,0,17969,49157.0,27.32
42,1998,1083.0,0,17969,49157.0,27.32
42,1998,1083.0,0,17969,49157.0,26.12
42,1998,1083.0,1,146020,49157.0,25.91
42,1998,1083.0,1,146020,49157.0,27.48
42,1998,1083.0,1,146020,49157.0,26.35
42,1998,1083.0,1,146020,49157.0,24.34
42,1998,1083.0,1,146020,49157.0,26.01
42,1998,1083.0,1,146020,49157.0,26.12
42,1998,1083.0,1,146020,49157.0,25.77
42,1998,1083.0,1,146020,49157.0,26.69
42,1998,1083.0,1,146020,49157.0,27.87
42,1998,1083.0,1,146020,49157.0,25.87
42,1998,1083.0,1,146020,49157.0,26.27
42,1998,1083.0,1,146020,49157.0,25.46
42,1998,1083.0,1,146020,49157.0,24.34
42,1998,1083.0,1,146020,49157.0,26.4
42,1998,1083.0,1,146020,49157.0,25.77
42,1998,1083.0,1,146020,49157.0,25.87
42,1998,1083.0,1,146020,49157.0,25.55
42,1998,1083.0,1,146020,49157.0,27.09
42,1998,1083.0,1,146020,49157.0,24.84
42,1998,1083.0,1,146020,49157.0,27.32
42,1998,1083.0,1,146020,49157.0,27.32
42,1998,1083.0,1,146020,49157.0,26.12
42,1998,1083.0,2,28805,49157.0,25.91
42,1998,1083.0,2,28805,49157.0,27.48
42,1998,1083.0,2,28805,49157.0,26.35
42,1998,1083.0,2,28805,49157.0,24.34
42,1998,1083.0,2,28805,49157.0,26.01
42,1998,1083.0,2,28805,49157.0,26.12
42,1998,1083.0,2,28805,49157.0,25.77
42,1998,1083.0,2,28805,49157.0,26.69
42,1998,1083.0,2,28805,49157.0,27.87
42,1998,1083.0,2,28805,49157.0,25.87
42,1998,1083.0,2,28805,49157.0,26.27
42,1998,1083.0,2,28805,49157.0,25.46
42,1998,1083.0,2,28805,49157.0,24.34
42,1998,1083.0,2,28805,49157.0,26.4
42,1998,1083.0,2,28805,49157.0,25.77
42,1998,1083.0,2,28805,49157.0,25.87
42,1998,1083.0,2,28805,49157.0,25.55
42,1998,1083.0,2,28805,49157.0,27.09
42,1998,1083.0,2,28805,49157.0,24.84
42,1998,1083.0,2,28805,49157.0,27.32
42,1998,1083.0,2,28805,49157.0,27.32
42,1998,1083.0,2,28805,49157.0,26.12
42,1998,1083.0,3,8592,49157.0,25.91
42,1998,1083.0,3,8592,49157.0,27.48
42,1998,1083.0,3,8592,49157.0,26.35
42,1998,1083.0,3,8592,49157.0,24.34
42,1998,1083.0,3,8592,49157.0,26.01
42,1998,1083.0,3,8592,49157.0,26.12
42,1998,1083.0,3,8592,49157.0,25.77
42,1998,1083.0,3,8592,49157.0,26.69
42,1998,1083.0,3,8592,49157.0,27.87
42,1998,1083.0,3,8592,49157.0,25.87
42,1998,1083.0,3,8592,49157.0,26.27
42,1998,1083.0,3,8592,49157.0,25.46
42,1998,1083.0,3,8592,49157.0,24.34
42,1998,1083.0,3,8592,49157.0,26.4
42,1998,1083.0,3,8592,49157.0,25.77
42,1998,1083.0,3,8592,49157.0,25.87
42,1998,1083.0,3,8592,49157.0,25.55
42,1998,1083.0,3,8592,49157.0,27.09
42,1998,1083.0,3,8592,49157.0,24.84
42,1998,1083.0,3,8592,49157.0,27.32
42,1998,1083.0,3,8592,49157.0,27.32
42,1998,1083.0,3,8592,49157.0,26.12
42,1998,1083.0,4,11001,49157.0,25.91
42,1998,1083.0,4,11001,49157.0,27.48
42,1998,1083.0,4,11001,49157.0,26.35
42,1998,1083.0,4,11001,49157.0,24.34
42,1998,1083.0,4,11001,49157.0,26.01
42,1998,1083.0,4,11001,49157.0,26.12
42,1998,1083.0,4,11001,49157.0,25.77
42,1998,1083.0,4,11001,49157.0,26.69
42,1998,1083.0,4,11001,49157.0,27.87
42,1998,1083.0,4,11001,49157.0,25.87
42,1998,1083.0,4,11001,49157.0,26.27
42,1998,1083.0,4,11001,49157.0,25.46
42,1998,1083.0,4,11001,49157.0,24.34
42,1998,1083.0,4,11001,49157.0,26.4
42,1998,1083.0,4,11001,49157.0,25.77
42,1998,1083.0,4,11001,49157.0,25.87
42,1998,1083.0,4,11001,49157.0,25.55
42,1998,1083.0,4,11001,49157.0,27.09
42,1998,1083.0,4,11001,49157.0,24.84
42,1998,1083.0,4,11001,49157.0,27.32
42,1998,1083.0,4,11001,49157.0,27.32
42,1998,1083.0,4,11001,49157.0,26.12
42,1998,1083.0,7,86907,49157.0,25.91
42,1998,1083.0,7,86907,49157.0,27.48
42,1998,1083.0,7,86907,49157.0,26.35
42,1998,1083.0,7,86907,49157.0,24.34
42,1998,1083.0,7,86907,49157.0,26.01
42,1998,1083.0,7,86907,49157.0,26.12
42,1998,1083.0,7,86907,49157.0,25.77
42,1998,1083.0,7,86907,49157.0,26.69
42,1998,1083.0,7,86907,49157.0,27.87
42,1998,1083.0,7,86907,49157.0,25.87
42,1998,1083.0,7,86907,49157.0,26.27
42,1998,1083.0,7,86907,49157.0,25.46
42,1998,1083.0,7,86907,49157.0,24.34
42,1998,1083.0,7,86907,49157.0,26.4
42,1998,1083.0,7,86907,49157.0,25.77
42,1998,1083.0,7,86907,49157.0,25.87
42,1998,1083.0,7,86907,49157.0,25.55
42,1998,1083.0,7,86907,49157.0,27.09
42,1998,1083.0,7,86907,49157.0,24.84
42,1998,1083.0,7,86907,49157.0,27.32
42,1998,1083.0,7,86907,49157.0,27.32
42,1998,1083.0,7,86907,49157.0,26.12
42,1998,1083.0,5,24852,49157.0,25.91
42,1998,1083.0,5,24852,49157.0,27.48
42,1998,1083.0,5,24852,49157.0,26.35
42,1998,1083.0,5,24852,49157.0,24.34
42,1998,1083.0,5,24852,49157.0,26.01
42,1998,1083.0,5,24852,49157.0,26.12
42,1998,1083.0,5,24852,49157.0,25.77
42,1998,1083.0,5,24852,49157.0,26.69
42,1998,1083.0,5,24852,49157.0,27.87
42,1998,1083.0,5,24852,49157.0,25.87
42,1998,1083.0,5,24852,49157.0,26.27
42,1998,1083.0,5,24852,49157.0,25.46
42,1998,1083.0,5,24852,49157.0,24.34
42,1998,1083.0,5,24852,49157.0,26.4
42,1998,1083.0,5,24852,49157.0,25.77
42,1998,1083.0,5,24852,49157.0,25.87
42,1998,1083.0,5,24852,49157.0,25.55
42,1998,1083.0,5,24852,49157.0,27.09
42,1998,1083.0,5,24852,49157.0,24.84
42,1998,1083.0,5,24852,49157.0,27.32
42,1998,1083.0,5,24852,49157.0,27.32
42,1998,1083.0,5,24852,49157.0,26.12
42,1999,1083.0,6,239523,46195.0,26.12
42,1999,1083.0,6,239523,46195.0,27.21
42,1999,1083.0,6,239523,46195.0,26.4
42,1999,1083.0,6,239523,46195.0,24.9
42,1999,1083.0,6,239523,46195.0,25.29
42,1999,1083.0,6,239523,46195.0,25.74
42,1999,1083.0,6,239523,46195.0,26.36
42,1999,1083.0,6,239523,46195.0,26.86
42,1999,1083.0,6,239523,46195.0,27.24
42,1999,1083.0,6,239523,46195.0,25.5
42,1999,1083.0,6,239523,46195.0,26.42
42,1999,1083.0,6,239523,46195.0,25.78
42,1999,1083.0,6,239523,46195.0,24.9
42,1999,1083.0,6,239523,46195.0,26.06
42,1999,1083.0,6,239523,46195.0,26.36
42,1999,1083.0,6,239523,46195.0,25.97
42,1999,1083.0,6,239523,46195.0,25.1
42,1999,1083.0,6,239523,46195.0,26.85
42,1999,1083.0,6,239523,46195.0,24.93
42,1999,1083.0,6,239523,46195.0,26.96
42,1999,1083.0,6,239523,46195.0,26.96
42,1999,1083.0,6,239523,46195.0,26.21
42,1999,1083.0,0,17922,46195.0,26.12
42,1999,1083.0,0,17922,46195.0,27.21
42,1999,1083.0,0,17922,46195.0,26.4
42,1999,1083.0,0,17922,46195.0,24.9
42,1999,1083.0,0,17922,46195.0,25.29
42,1999,1083.0,0,17922,46195.0,25.74
42,1999,1083.0,0,17922,46195.0,26.36
42,1999,1083.0,0,17922,46195.0,26.86
42,1999,1083.0,0,17922,46195.0,27.24
42,1999,1083.0,0,17922,46195.0,25.5
42,1999,1083.0,0,17922,46195.0,26.42
42,1999,1083.0,0,17922,46195.0,25.78
42,1999,1083.0,0,17922,46195.0,24.9
42,1999,1083.0,0,17922,46195.0,26.06
42,1999,1083.0,0,17922,46195.0,26.36
42,1999,1083.0,0,17922,46195.0,25.97
42,1999,1083.0,0,17922,46195.0,25.1
42,1999,1083.0,0,17922,46195.0,26.85
42,1999,1083.0,0,17922,46195.0,24.93
42,1999,1083.0,0,17922,46195.0,26.96
42,1999,1083.0,0,17922,46195.0,26.96
42,1999,1083.0,0,17922,46195.0,26.21
42,1999,1083.0,1,175712,46195.0,26.12
42,1999,1083.0,1,175712,46195.0,27.21
42,1999,1083.0,1,175712,46195.0,26.4
42,1999,1083.0,1,175712,46195.0,24.9
42,1999,1083.0,1,175712,46195.0,25.29
42,1999,1083.0,1,175712,46195.0,25.74
42,1999,1083.0,1,175712,46195.0,26.36
42,1999,1083.0,1,175712,46195.0,26.86
42,1999,1083.0,1,175712,46195.0,27.24
42,1999,1083.0,1,175712,46195.0,25.5
42,1999,1083.0,1,175712,46195.0,26.42
42,1999,1083.0,1,175712,46195.0,25.78
42,1999,1083.0,1,175712,46195.0,24.9
42,1999,1083.0,1,175712,46195.0,26.06
42,1999,1083.0,1,175712,46195.0,26.36
42,1999,1083.0,1,175712,46195.0,25.97
42,1999,1083.0,1,175712,46195.0,25.1
42,1999,1083.0,1,175712,46195.0,26.85
42,1999,1083.0,1,175712,46195.0,24.93
